4K&8K频道,#genre#
CCTV-6,http://192.168.2.30:35455/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV-6-50-FPS,http://192.168.2.30:35455/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV-6-HEVC,http://192.168.2.30:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
cctv7-高码,http://192.168.2.30:35455/gaoma/cctv7.m3u8
CCTV-7,http://192.168.2.30:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV-7-50-FPS,http://192.168.2.30:35455/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV-7-HEVC,http://192.168.2.30:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
cctv8-高码,http://192.168.2.30:35455/gaoma/cctv8.m3u8
CCTV-8,http://192.168.2.30:35455/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV-8-HEVC,http://192.168.2.30:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
cctv9-高码,http://192.168.2.30:35455/gaoma/cctv9.m3u8
CCTV-9,http://192.168.2.30:35455/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV-9-50-FPS,http://192.168.2.30:35455/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV-9-HEVC,http://192.168.2.30:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
cctv10-高码,http://192.168.2.30:35455/gaoma/cctv10.m3u8
CCTV-10,http://192.168.2.30:35455/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV-10-50-FPS,http://192.168.2.30:35455/itv/5000000004000012827.m3u8?cdn=bestzb
CCTV-10-HEVC,http://192.168.2.30:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
cctv11-高码,http://192.168.2.30:35455/gaoma/cctv11.m3u8
CCTV-11-50-FPS,http://192.168.2.30:35455/itv/5000000011000031106.m3u8?cdn=bestzb
CCTV-11-HEVC,http://192.168.2.30:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
cctv12-高码,http://192.168.2.30:35455/gaoma/cctv12.m3u8
CCTV-12,http://192.168.2.30:35455/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV-12-50-FPS,http://192.168.2.30:35455/itv/6000000001000022586.m3u8?cdn=wasusyt
CCTV-12-HEVC,http://192.168.2.30:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
cctv13-高码,http://192.168.2.30:35455/gaoma/cctv13.m3u8
CCTV-13-50-FPS,http://192.168.2.30:35455/itv/5000000011000031108.m3u8?cdn=bestzb
cctv14-高码,http://192.168.2.30:35455/gaoma/cctv14.m3u8
CCTV-14,http://192.168.2.30:35455/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV-14-50-FPS,http://192.168.2.30:35455/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV-14-HEVC,http://192.168.2.30:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
cctv15-高码,http://192.168.2.30:35455/gaoma/cctv15.m3u8
CCTV-15-50-FPS,http://192.168.2.30:35455/itv/5000000011000031109.m3u8?cdn=bestzb
CCTV-15-HEVC,http://192.168.2.30:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
cctv16-高码,http://192.168.2.30:35455/gaoma/cctv16.m3u8
CCTV-16,http://192.168.2.30:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
cctv17-高码,http://192.168.2.30:35455/gaoma/cctv17.m3u8
CCTV-17,http://192.168.2.30:35455/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV-17-HEVC,http://192.168.2.30:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CGTN,http://192.168.2.30:35455/itv/7745129417417101820.m3u8?cdn=hnbblive
CGTN-记录,http://192.168.2.30:35455/itv/7114647837765104058.m3u8?cdn=hnbblive
cgtnar-高码,http://192.168.2.30:35455/gaoma/cgtnar.m3u8
cgtndoc-高码,http://192.168.2.30:35455/gaoma/cgtndoc.m3u8
cgtnen-高码,http://192.168.2.30:35455/gaoma/cgtnen.m3u8
cgtnfr-高码,http://192.168.2.30:35455/gaoma/cgtnfr.m3u8
cgtnru-高码,http://192.168.2.30:35455/gaoma/cgtnru.m3u8
cgtnsp-高码,http://192.168.2.30:35455/gaoma/cgtnsp.m3u8

湖南,#genre#

湖南卫视,http://192.168.2.30:35455/itv/5000000004000006692.m3u8?cdn=bestzb
湖南卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000018044.m3u8?cdn=wasusyt
湖南卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南金鹰纪实,http://192.168.2.30:35455/itv/5000000011000031203.m3u8?cdn=bestzb
湖南快乐垂钓,http://192.168.2.30:35455/itv/5000000011000031206.m3u8?cdn=bestzb
湖南茶频道,http://192.168.2.30:35455/itv/5000000011000031209.m3u8?cdn=bestzb
湖南都市频道,https://stream1.freetv.fun/353129975438145c04086029287dabd9efa07c22d24aecafcb44f4acf96735f1.m3u8
湖南都市频道,https://stream1.freetv.fun/b846ab1c85d06cd69c2607d9edd72380fd33b5a6378a4a8b6ca3a94b66524692.m3u8
湖南都市频道,https://stream1.freetv.fun/hu-nan-du-shi-4.m3u8
湖南都市频道,https://stream1.freetv.fun/353129975438145c04086029287dabd9efa07c22d24aecafcb44f4acf96735f1.m3u8
湖南爱晚频道,https://stream1.freetv.fun/e72ee3b7e3db3cc56e944d50bf168b29d532e3f4b1d8b6b96dc5202b73892e50.m3u8
湖南爱晚频道,https://stream1.freetv.fun/b0c099623778c509963cc2de0d58901e08c61dd23dad932c3b28ec113acf3f48.m3u8
湖南爱晚频道,https://stream1.freetv.fun/6c7591bab2ab0882a9d54b67b876a5755873b4261a353919c2073141263495b3.ctv
湖南经视频道,https://stream1.freetv.fun/d261c6dd118521fe6c5c56a7f8ab591975bd6d076c53d9e6b40fbfb47d64363e.m3u8
湖南经视频道,https://stream1.freetv.fun/hu-nan-jing-shi-12.m3u8
湖南经视频道,https://stream1.freetv.fun/hu-nan-jing-shi-5.m3u8


其他,#genre#

重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
CHC家庭影院,https://gdcucc.v1.mk/gdcucc/chcjtyy.m3u8
CHC动作电影,https://gdcucc.v1.mk/gdcucc/chcdzdy.m3u8
求索动物,http://192.168.2.30:35455/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://192.168.2.30:35455/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://192.168.2.30:35455/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://192.168.2.30:35455/itv/6000000002000003382.m3u8?cdn=wasusyt


北京,#genre#

北京卫视,http://192.168.2.30:35455/itv/6000000001000020451.m3u8?cdn=wasusyt
北京卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京纪实科教,http://192.168.2.30:35455/itv/1000000001000001910.m3u8?cdn=ystenlive
北京纪实科教-HEVC,http://192.168.2.30:35455/itv/1000000005000265020.m3u8?cdn=ystenlive
北京卡酷少儿,http://192.168.2.30:35455/itv/5000000011000265008.m3u8?cdn=bestzb
BTV-重温经典,http://192.168.2.30:35455/bptv/10000100000000050000000003887494.m3u8
萌宠TV,http://192.168.2.30:35455/bptv/10000100000000050000000003887495.m3u8
淘BABY,http://192.168.2.30:35455/bptv/10000100000000050000000003887496.m3u8
淘剧场,http://192.168.2.30:35455/bptv/10000100000000050000000003887497.m3u8
淘电影,http://192.168.2.30:35455/bptv/10000100000000050000000003887498.m3u8
淘娱乐,http://192.168.2.30:35455/bptv/10000100000000050000000003887499.m3u8
北京体育休闲,http://192.168.2.30:35455/bptv/10000100000000050000000003870779.m3u8
北京新闻,http://192.168.2.30:35455/bptv/10000100000000050000000003870780.m3u8

安徽,#genre#

安徽卫视,http://192.168.2.30:35455/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000009954.m3u8?cdn=wasusyt
安徽卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265025.m3u8?cdn=ystenlive

卫视,#genre#

东南卫视,http://192.168.2.30:35455/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
广西卫视,http://192.168.2.30:35455/itv/5000000011000031118.m3u8?cdn=bestzb
深圳卫视,http://192.168.2.30:35455/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000002116.m3u8?cdn=wasusyt
深圳卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视,http://192.168.2.30:35455/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000009186.m3u8?cdn=wasusyt
天津卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265026.m3u8?cdn=ystenlive

甘肃,#genre#

甘肃卫视,http://192.168.2.30:35455/itv/5000000011000031121.m3u8?cdn=bestzb

广东,#genre#

广东卫视,http://192.168.2.30:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265034.m3u8?cdn=ystenlive

贵州,#genre#

贵州卫视,http://192.168.2.30:35455/itv/5000000004000025843.m3u8?cdn=bestzb

海南,#genre#

海南卫视,http://192.168.2.30:35455/itv/5000000004000006211.m3u8?cdn=bestzb

河北,#genre#

河北卫视,http://192.168.2.30:35455/itv/5000000006000040016.m3u8?cdn=bestzb

河南,#genre#

河南卫视,http://192.168.2.30:35455/itv/5000000011000031119.m3u8?cdn=bestzb

黑龙江,#genre#

黑龙江卫视,http://192.168.2.30:35455/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000016510.m3u8?cdn=wasusyt
黑龙江卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265029.m3u8?cdn=ystenlive

湖北,#genre#

湖北卫视,http://192.168.2.30:35455/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000015436.m3u8?cdn=wasusyt
湖北卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265023.m3u8?cdn=ystenlive


吉林,#genre#

吉林卫视,http://192.168.2.30:35455/itv/5000000011000031117.m3u8?cdn=bestzb

江苏,#genre#

江苏卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000014861.m3u8?cdn=wasusyt
江苏卫视,http://192.168.2.30:35455/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265030.m3u8?cdn=ystenlive

江西,#genre#

江西卫视,http://192.168.2.30:35455/itv/1000000006000268001.m3u8?cdn=ystenlive
江西卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265032.m3u8?cdn=ystenlive

辽宁,#genre#

辽宁卫视,http://192.168.2.30:35455/itv/5000000004000011671.m3u8?cdn=bestzb
辽宁卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265022.m3u8?cdn=ystenlive

青海,#genre#

青海卫视,http://192.168.2.30:35455/itv/1000000002000013359.m3u8?cdn=ystenlive

山东,#genre#

山东卫视,http://192.168.2.30:35455/itv/1000000001000016568.m3u8?cdn=ystenlive
山东卫视-50-FPS,http://192.168.2.30:35455/itv/6000000001000004134.m3u8?cdn=wasusyt
山东卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265019.m3u8?cdn=ystenlive

上海,#genre#

上海东方卫视,http://192.168.2.30:35455/itv/6000000001000003639.m3u8?cdn=wasusyt
上海东方卫视-50-FPS,http://192.168.2.30:35455/itv/5000000004000014098.m3u8?cdn=bestzb
上海东方卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
上海-ICS-外语,http://192.168.2.30:35455/itv/5000000010000030951.m3u8?cdn=bestzb
上海第一财经,http://192.168.2.30:35455/itv/5000000010000027146.m3u8?cdn=bestzb
上海东方财经,http://192.168.2.30:35455/itv/5000000007000010003.m3u8?cdn=bestzb
上海东方影视,http://192.168.2.30:35455/itv/5000000010000032212.m3u8?cdn=bestzb
上海都市,http://192.168.2.30:35455/itv/5000000010000018926.m3u8?cdn=bestzb
上海法治天地,http://192.168.2.30:35455/itv/2000000002000000014.m3u8?cdn=hnbblive
上海哈哈炫动,http://192.168.2.30:35455/itv/5000000011000031123.m3u8?cdn=bestzb
上海纪实人文-50-FPS,http://192.168.2.30:35455/itv/5000000004000010282.m3u8?cdn=bestzb
上海纪实人文-HEVC,http://192.168.2.30:35455/itv/1000000005000265021.m3u8?cdn=ystenlive
上海五星体育,http://192.168.2.30:35455/itv/5000000010000017540.m3u8?cdn=bestzb
上海新闻综合,http://192.168.2.30:35455/itv/5000000011000031110.m3u8?cdn=bestzb

四川,#genre#

四川卫视,http://192.168.2.30:35455/itv/5000000004000006119.m3u8?cdn=bestzb

云南,#genre#

云南卫视,http://192.168.2.30:35455/itv/5000000011000031120.m3u8?cdn=bestzb

浙江,#genre#

浙江卫视-50-FPS,http://192.168.2.30:35455/itv/5000000004000007275.m3u8?cdn=bestzb
浙江卫视,http://192.168.2.30:35455/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265031.m3u8?cdn=ystenlive

重庆,#genre#

重庆卫视,http://192.168.2.30:35455/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视-HEVC,http://192.168.2.30:35455/itv/1000000005000265017.m3u8?cdn=ystenlive

虎牙,#genre#

橘酱真甜,http://192.168.2.30:35455/huya/11602055
年月犬,http://192.168.2.30:35455/huya/26355784
 微竞-琴琴nice,http://192.168.2.30:35455/huya/913155
 阿斗归来了,http://192.168.2.30:35455/huya/13303478
 SJ-咩咩,http://192.168.2.30:35455/huya/631394
 江爽【好运来】,http://192.168.2.30:35455/huya/23796393
 电影粉丝煲,http://192.168.2.30:35455/huya/18671151
 微竞-乖乖,http://192.168.2.30:35455/huya/29140342
 婧婧丶,http://192.168.2.30:35455/huya/618917
 不吃兔兔子,http://192.168.2.30:35455/huya/30512441
 超级大幂幂,http://192.168.2.30:35455/huya/30540279
 偶lo,http://192.168.2.30:35455/huya/30509122
 叁岁打死牛,http://192.168.2.30:35455/huya/30515137
 小糯米丿,http://192.168.2.30:35455/huya/128391
 视觉-秦VV,http://192.168.2.30:35455/huya/396738
 不染ctal,http://192.168.2.30:35455/huya/30595074
 猪哥亮不亮,http://192.168.2.30:35455/huya/30569705
 古镇小鹿,http://192.168.2.30:35455/huya/30145009
 子宽放,http://192.168.2.30:35455/huya/30362138
 SJ-安安小兔子,http://192.168.2.30:35455/huya/25646817
 微微oi,http://192.168.2.30:35455/huya/30308535
 炒白果萝卜,http://192.168.2.30:35455/huya/30440855
 西京观影,http://192.168.2.30:35455/huya/30439645
 斗破-萧薰儿,http://192.168.2.30:35455/huya/29862625
 埋堆堆官方影视狂热者,http://192.168.2.30:35455/huya/29076690
 陈翔六点半,http://192.168.2.30:35455/huya/11274154
 超甜呦、,http://192.168.2.30:35455/huya/30526458
 雪雪姐tu,http://192.168.2.30:35455/huya/30585957
 圆圆元仔,http://192.168.2.30:35455/huya/30574220
 SJ-小美,http://192.168.2.30:35455/huya/30363727
 虎牙【蛋蛋侠】,http://192.168.2.30:35455/huya/396734
 虎牙扛把仔,http://192.168.2.30:35455/huya/29588938
 豆瓣影评,http://192.168.2.30:35455/huya/30569164
 SJ-咔咔,http://192.168.2.30:35455/huya/29773508
 小喵佩奇,http://192.168.2.30:35455/huya/30562576
 SJ-倾甜,http://192.168.2.30:35455/huya/396729
 阳阳影视,http://192.168.2.30:35455/huya/29805872
 南风影视,http://192.168.2.30:35455/huya/30424191
 婧丶,http://192.168.2.30:35455/huya/26298751
 虎桥路关羽,http://192.168.2.30:35455/huya/30613314
 青灯影院,http://192.168.2.30:35455/huya/30500577
 双双影剧,http://192.168.2.30:35455/huya/30415827
 东东影视,http://192.168.2.30:35455/huya/30335591
 winccab,http://192.168.2.30:35455/huya/30650192
 素手力已殚,http://192.168.2.30:35455/huya/30572288
 星一芒,http://192.168.2.30:35455/huya/30329635
 偶看见常威在打来福,http://192.168.2.30:35455/huya/30627334
 得志未断绝,http://192.168.2.30:35455/huya/30523326
 梦溪影视,http://192.168.2.30:35455/huya/25742076
 不吃香菜丫丫,http://192.168.2.30:35455/huya/30612264
 文慕沐,http://192.168.2.30:35455/huya/30545792
 甜瓜不萌,http://192.168.2.30:35455/huya/30158546
 沫宝儿吖,http://192.168.2.30:35455/huya/30526426
 寻,http://192.168.2.30:35455/huya/30648334
 我是娅娅吖,http://192.168.2.30:35455/huya/30376663
 冰冰酱嘛,http://192.168.2.30:35455/huya/30650512
 婉晴ctde,http://192.168.2.30:35455/huya/30595139
 氧化铁黑浆水,http://192.168.2.30:35455/huya/30540883
 虎牙话事人i,http://192.168.2.30:35455/huya/27834853
 斗破-萧炎,http://192.168.2.30:35455/huya/29863394
 薄情凉了城,http://192.168.2.30:35455/huya/30156310
 飞鹰影视,http://192.168.2.30:35455/huya/30380813
 猴麻麻,http://192.168.2.30:35455/huya/25692245
 锤子动画,http://192.168.2.30:35455/huya/30649359
 可梦伊人,http://192.168.2.30:35455/huya/29800791
 仙女鹿、,http://192.168.2.30:35455/huya/29835716
 爱笑的优米,http://192.168.2.30:35455/huya/29820210
 薇薇影视,http://192.168.2.30:35455/huya/30438923
 和我看电影,http://192.168.2.30:35455/huya/21967180
 锤子影视,http://192.168.2.30:35455/huya/30597131
 梦梦影视,http://192.168.2.30:35455/huya/25129377
 晴儿影视,http://192.168.2.30:35455/huya/30400559
 非凡武林,http://192.168.2.30:35455/huya/21674665
 佩琪不爱吃香菜,http://192.168.2.30:35455/huya/30577385
 小桃猪猪,http://192.168.2.30:35455/huya/30527430
 糖果小豆包,http://192.168.2.30:35455/huya/30653660
 孤鹰燕影,http://192.168.2.30:35455/huya/30204448
 樱花布布,http://192.168.2.30:35455/huya/30626082
 知性美丽小公主,http://192.168.2.30:35455/huya/30653684
 帝星丶乐乐,http://192.168.2.30:35455/huya/17782680
 霜夜品书香,http://192.168.2.30:35455/huya/30233965
 SJ-表妹,http://192.168.2.30:35455/huya/25132963
 马呜呜,http://192.168.2.30:35455/huya/29982631
 高贵优雅石榴裙,http://192.168.2.30:35455/huya/30653672
 炎热夏阳柔和,http://192.168.2.30:35455/huya/30252446
 捡西瓜扔芝麻,http://192.168.2.30:35455/huya/30585479
 SJ-以宁,http://192.168.2.30:35455/huya/29664242
 小麥,http://192.168.2.30:35455/huya/10980725
 口口甜,http://192.168.2.30:35455/huya/25701671
 小璐影视,http://192.168.2.30:35455/huya/30655127
 视觉-香菜要发財,http://192.168.2.30:35455/huya/631395
 影评专员,http://192.168.2.30:35455/huya/30311494
 扁豆看电影,http://192.168.2.30:35455/huya/16028551
 思存oi,http://192.168.2.30:35455/huya/30308386
 麥l小柒,http://192.168.2.30:35455/huya/25749066
 老来事業斷橋邊,http://192.168.2.30:35455/huya/26355853
 电影最TOP,http://192.168.2.30:35455/huya/11774959
 依依妹妹在等你,http://192.168.2.30:35455/huya/138531
 迎宾桥米莱迪,http://192.168.2.30:35455/huya/26355790
 SJ-小周周,http://192.168.2.30:35455/huya/29768105
 涂涂观影团,http://192.168.2.30:35455/huya/30513350
 天行豆豉,http://192.168.2.30:35455/huya/29877837
 余小二哦,http://192.168.2.30:35455/huya/10279885
 7even11leven02,http://192.168.2.30:35455/huya/28783633
 毁你男神做你男人,http://192.168.2.30:35455/huya/353798
 年年营,http://192.168.2.30:35455/huya/29580970
 阿光影视,http://192.168.2.30:35455/huya/30292086
 而莫善者恶之,http://192.168.2.30:35455/huya/26355775
 九思剧场,http://192.168.2.30:35455/huya/30569910
 唯倜得同行,http://192.168.2.30:35455/huya/30311525
 小迷糊,http://192.168.2.30:35455/huya/29580971
 止戈电影,http://192.168.2.30:35455/huya/19863777
 SJ-辣辣,http://192.168.2.30:35455/huya/30604830
 时光小偷,http://192.168.2.30:35455/huya/11352952
 方显出英仍无骨,http://192.168.2.30:35455/huya/26355854
 斯尼森,http://192.168.2.30:35455/huya/29667703
 击剑永不息,http://192.168.2.30:35455/huya/30080154
 科幻梦工场,http://192.168.2.30:35455/huya/15152155
 中二的骚年,http://192.168.2.30:35455/huya/11602054
 狗哥吃火锅,http://192.168.2.30:35455/huya/17269326
 奇思妙想8,http://192.168.2.30:35455/huya/30080192
 斷桥斯氏杯,http://192.168.2.30:35455/huya/26355786
 舍前棕,http://192.168.2.30:35455/huya/26355844
 斌哥漫说,http://192.168.2.30:35455/huya/18632116
 李小哇絮叨叨,http://192.168.2.30:35455/huya/18441722
 西部影坛,http://192.168.2.30:35455/huya/30311497
 亮哥讲电影,http://192.168.2.30:35455/huya/16144175
 一哥爱解说,http://192.168.2.30:35455/huya/28806915
 是醉芙吖,http://192.168.2.30:35455/huya/21059599
 DD-解说,http://192.168.2.30:35455/huya/25650806
 动作大片放映厅,http://192.168.2.30:35455/huya/10871113
 本是凉薄之人怎暖他人,http://192.168.2.30:35455/huya/21059630
 昵称违规-UJvLCU73jW,http://192.168.2.30:35455/huya/26355828
 小丑讲电影,http://192.168.2.30:35455/huya/16857432
 君子杉,http://192.168.2.30:35455/huya/15321830
 哀是麦子的球迷,http://192.168.2.30:35455/huya/16162176
 YeShi小哥,http://192.168.2.30:35455/huya/14363949
 音乐小石榴,http://192.168.2.30:35455/huya/17091681
 月光下,http://192.168.2.30:35455/huya/20599549
 缔爵丶小阿杜,http://192.168.2.30:35455/huya/16755322
 力哥影視,http://192.168.2.30:35455/huya/23419131
 辛苦烧餅,http://192.168.2.30:35455/huya/26355848
 泛爱心说剧,http://192.168.2.30:35455/huya/14734068
 南西视频,http://192.168.2.30:35455/huya/16913382
 果子山薩科,http://192.168.2.30:35455/huya/26355823
 糊了的胡萝卜,http://192.168.2.30:35455/huya/25725150
 赛文777,http://192.168.2.30:35455/huya/21059607
 水至凌云笔,http://192.168.2.30:35455/huya/21059600
 泛爱心说剧,http://192.168.2.30:35455/huya/14734068
 辛苦烧餅,http://192.168.2.30:35455/huya/26355848
 南西视频,http://192.168.2.30:35455/huya/16913382
 看似斐濟,http://192.168.2.30:35455/huya/26355780
 冒险电影放映厅,http://192.168.2.30:35455/huya/21059566
 诡计腰柳中空,http://192.168.2.30:35455/huya/30307341
 念念有声,http://192.168.2.30:35455/huya/30454429
 蒲公英电影,http://192.168.2.30:35455/huya/28806637
 难与鸣琴弹,http://192.168.2.30:35455/huya/21059612
 自缘身在苔衣上,http://192.168.2.30:35455/huya/26355822
 幻海航行,http://192.168.2.30:35455/huya/17105786
 武侠电影放映厅,http://192.168.2.30:35455/huya/29982611
 辟哥影视,http://192.168.2.30:35455/huya/27653235
 荒野求生影探,http://192.168.2.30:35455/huya/28556708
 吾聊电影,http://192.168.2.30:35455/huya/16424416
 julie,http://192.168.2.30:35455/huya/20969142
 五哥观影团,http://192.168.2.30:35455/huya/30307366
 多面体想娶冰柠檬,http://192.168.2.30:35455/huya/21059575
 小金很大,http://192.168.2.30:35455/huya/30307351
 越哥说电影,http://192.168.2.30:35455/huya/15894162
 粤语电影放映厅,http://192.168.2.30:35455/huya/21059572
 悬疑放映厅,http://192.168.2.30:35455/huya/26355797
 此人皆怪怒,http://192.168.2.30:35455/huya/26355779
 母胎solo200年,http://192.168.2.30:35455/huya/30041512
 老P仔动漫,http://192.168.2.30:35455/huya/26510802
 荒野求生影视,http://192.168.2.30:35455/huya/24766781
 狂野女孩i了吗,http://192.168.2.30:35455/huya/21059559
 乔我说游戏频道,http://192.168.2.30:35455/huya/17943364
 君陌观影,http://192.168.2.30:35455/huya/29420446
 阿良说美剧,http://192.168.2.30:35455/huya/20488841
 大象放映室,http://192.168.2.30:35455/huya/21277391
 包租婆不停水,http://192.168.2.30:35455/huya/21059568
 我是郭杰瑞,http://192.168.2.30:35455/huya/21478190
 影小渔,http://192.168.2.30:35455/huya/30296971
 S哥影视,http://192.168.2.30:35455/huya/24720260
 夏日么么茶,http://192.168.2.30:35455/huya/17455040
 战争电影放映厅,http://192.168.2.30:35455/huya/21059618
 大鱼爱路飞,http://192.168.2.30:35455/huya/25818873
